id,thread_id,chat,author,author_username,author_name,author_is_bot,body,reply_to,views,timestamp,unix_timestamp,timestamp_edited,unix_timestamp_edited,author_forwarded_from_name,author_forwarded_from_username,timestamp_forwarded_from,unix_timestamp_forwarded_from,attachment_type,attachment_data,attachment_filename
9443,Rus_imperia,Rus_imperia,1123102972,Rus_imperia,,FALSE,"Запад начал атаку на Сербскую Православную Церковь. В недавно подписанной в Европарламенте «Резолюции о внешнем вмешательстве» чиновники ЕС открыто обвинили СПЦ в пророссийской ангажированности. Еврочиновники утверждают, что Россия через Сербское Православия сеет раскол среди местного населения, переписывает историю и продвигает антиевропейскую повестку. В частности, чиновникам от ЕС весьма не понравилась приверженность Православной Церкви традиционным семейным ценностям. Заявление Европарламента является настолько абсурдным и хамским, что резолюцию был вынужден прокомментировать сам Патриарх Сербский Порфирий… Увы, но теперь ждём усиления давления Запада не только на руководство Сербии и на гражданское общество, на и на Православную Церковь. Это война… 
🇷🇺☦️🇷🇸
Запад је кренуо у напад према Српске Православне  цркве.  У недавно подписаној у Европском Парламенту „Резолуцији о спољном мешању“, посланици ЕУ су отворено оптужили СПЦ у проруском утицају.  Европски посланици тврде да Русија путем Српског Православља доводи до сукоба међу локалним становништвом, прекраја историју и промовише антиевропски утицај.  Посебно се посланицима у  ЕУ није допала приврженост Православне Цркве традиционалним породичним вредностима.  Изјава Европског парламента је толико апсурдна и безобразна да је и сам Патријарх Српски Порфирије био принуђен да коментарише резолуцију... Тешко то признати, али сада чекамо појачани притисак Запада не само на руководство Србије и цивилно друштво, али и на Православну  Цркву.  Ово је рат...",,584,2022-03-14 21:19:28,1647292768,2022-03-14 21:22:39,1647292959,,,2022-03-14 19:37:35,1647286655,url,,
9442,Rus_imperia,Rus_imperia,1123102972,Rus_imperia,,FALSE,Высадка российского десанта ВДВ в Гостомеле. Китайский художник-иллюстратор Jeffbearholy.,,735,2022-03-14 21:06:18,1647291978,2022-03-14 21:06:34,1647291994,,,,,photo,"{""id"": 5296783519353256448, ""dc_id"": 2, ""file_reference"": ""0242f130fc000024e265a6cf75b4014b3bb09a0743c72f90af9948805b""}",Rus_imperia-9442.jpeg
9441,Rus_imperia,Rus_imperia,1123102972,Rus_imperia,,FALSE,"Пока меня в личке знакомые изводят позавчерашними вопросами: точно ли мы сборем ВСУ? Сможем ли мы установить на оивоеванных территориях свой порядок? 

Меня мучит совсем другое. Похоже что мы потеряли Святую Русь.

Где-то я читал, что какие-то шаманы провели какой-то обряд в поддержку ВС России.

А вот о массовых молебнах за христолюбивое русское воинство, о коленопреклонениях и стряниях, о молитвах и крестных ходах я не слышу. Если и есть что-то такое, то в частном порядке - и не факт, что одобряемое свыше.

Святейший Патриарх сказал замечательную проповедь, но она звучала так, как будто он в оппозиции в своей же среде. В ней было столько боли и трепещущей невозможности говорить во весь голос, что я расплакался его слушая.

Фактически наше воинство идет на смерть за Святую Русь, за торжество Православия, за каноническое единство Церкви между прочим, не получая от Церкви в ее конкретной земной представленности системной агиополитической поддержки (свв. Владимир, и Борис и Глеб, и Андрей Боголюбский сейчас с нашими под Киевом, Харьковом и Мариуполем - я уверен).

Ради чего и кого эта скрытность, если не сказать резче, предательство?

Ради полураскольников из УПЦ? Вот у них со свидомой агиополитикой все в порядке. Всюду разосланы циркуляры с указаниями молиться за православную украинскую державу, попы перед строем отправляющихся на захват заложников всушников исправно машут кадилом, причем, думаю, не только епифаньевские. 
Богородицу в камуфляже рисуют. Если где одержат какую переможеньку, уверены, что Бог с ними. Наш Бог, понимаете? Не аллах и не шива, а наш русский православный краденый ими Бог.

В общем  боролись, боролись с милитари-православием, с огосударствлением Церкви, с освящением оружий и прочим ""язычеством"" и вот доборолись.

По сути отреклись и от армии и от русского государства. Аще кто вьетнамолюбив, да войдет в Украину духа.

Я человек крайне грешный и все эти нотации не имею права никому читать. Я раза четыре набивал этот пост, а потом стирал. Просто мне скоро умирать, я думаю, и мне не хотелось бы умирать в ситуации, когда мы отреклись от святых Владимира и Андрея, Александра Невского и Дмитрия Донского, Иосифа Волоцкогои Патриарха Гермогена, от адмирала Ушакова и замученного свидомитами сщмч митрополита Владимира, а главное - в ситуации, когда они бы отреклись от нас.

Простите.

P.S. Тропарь Кресту посвящен не ""восстановлению мира"". Там ясно сказано о победе. И в Великом Акафисте Пресвятая Дева не миротворец, а сверхмощный стратег.",,543,2022-03-14 05:55:48,1647237348,2022-03-14 05:58:17,1647237497,,,2022-03-13 18:30:05,1647196205,,,
9440,Rus_imperia,Rus_imperia,1123102972,Rus_imperia,,FALSE,"Пожалуй, лучшая фотография с сегодняшнего автопробега. 
🇷🇸☦️🇷🇺
По мени најбоља слика са данашње вожње подршке!

@orly_rs",,456,2022-03-14 05:51:10,1647237070,2022-03-14 11:37:25,1647257845,,,2022-03-13 19:19:04,1647199144,photo,"{""id"": 5292224561892408644, ""dc_id"": 2, ""file_reference"": ""0242f130fc000024e065a6cf7552bed7262a8007342f955c09f5909b3b""}",Rus_imperia-9440.jpeg
9439,Rus_imperia,Rus_imperia,1123102972,Rus_imperia,,FALSE,https://t.me/bulbazhor/2267,,522,2022-03-13 21:52:04,1647208324,2022-04-13 07:38:17,1649835497,,,2022-03-11 19:16:38,1647026198,url,,
9438,Rus_imperia,Rus_imperia,1123102972,Rus_imperia,,FALSE,"Володин отменил Ковид в Госдуме. Вот так вот. Всё просто. Вот так безславно заканчивается самый большой лохотрон XXI века.
Поздравляем всех русских людей, кто оказался достойным памяти своих предков, и кого не смогли сломать. Кто до конца стоял на стороне правды и не дал погрузить нашу Россию в пандемический ад. 

Поздравляем с победой!
А теперь все мысли о Малороссии и Новороссии.",,482,2022-03-13 21:48:14,1647208094,2022-03-13 22:02:27,1647208947,,,2022-03-11 17:52:42,1647021162,photo,"{""id"": 5285213925429852318, ""dc_id"": 2, ""file_reference"": ""0242f130fc000024de65a6cf751d3645fcfad3ea197574afdf3e497793""}",Rus_imperia-9438.jpeg
9437,Rus_imperia,Rus_imperia,1123102972,Rus_imperia,,FALSE,,,559,2022-03-13 19:15:29,1647198929,,,Не меняй хлеб на душу,,2022-03-12 15:38:49,1647099529,photo,"{""id"": 5262775702015555712, ""dc_id"": 2, ""file_reference"": ""0242f130fc000024dd65a6cf752e32a186592084210c13fe47948f2cfb""}",Rus_imperia-9437.jpeg
9436,Rus_imperia,Rus_imperia,1123102972,Rus_imperia,,FALSE,🇮🇩🇺🇦 У Пољској су се појавили леци који подсећају на злочине бандероваца према Пољацима у Другом светском рату. Пољаци то сматрају геноцидом.,,462,2022-03-13 19:14:27,1647198867,,,,,2022-03-12 13:32:53,1647091973,photo,"{""id"": 5863771476472215718, ""dc_id"": 4, ""file_reference"": ""0242f130fc000024dc65a6cf751e65c057c8943732bb8c22edaad2a524""}",Rus_imperia-9436.jpeg
9435,Rus_imperia,Rus_imperia,1123102972,Rus_imperia,,FALSE,,,481,2022-03-13 13:23:40,1647177820,2022-03-13 13:24:55,1647177895,,,,,photo,"{""id"": 5292093668469094838, ""dc_id"": 2, ""file_reference"": ""0242f130fc000024db65a6cf75f3a13232630020e379b2f2d576974c1c""}",Rus_imperia-9435.jpeg
9434,Rus_imperia,Rus_imperia,1123102972,Rus_imperia,,FALSE,"В 2019 году Арестович даёт точный прогноз на тему будущей войны с Россией. Но меня здесь беспокоит не то, что он оказался прорицателем лучшим, чем например я. Ведь я не верил в то, что на это пойдут. А то что Россия пошла ровно в том коридоре, который ей оставили оппоненты. Это значит, что у них есть понимание того как ситуация будет развиваться дальше. Если они её готовили, то знают, что делать дальше. И понимают лучше меня, как будет действовать Россия. А это не круто. Война же - искусство обмана. Нападаешь, когда тебя не ждут, а когда ждут не нападаешь...",,451,2022-03-12 19:13:21,1647112401,,,,,2022-03-12 12:46:50,1647089210,video,"{""id"": 5289771615419111972, ""dc_id"": 2, ""file_reference"": ""0242f130fc000024da65a6cf75c8a6a1bec39a26a89caaf5a4fc9694b1""}",
9433,Rus_imperia,Rus_imperia,1123102972,Rus_imperia,,FALSE,"Абрамович оказался сефардом. По крайней мере именно такой документ ему выдали в португальской еврейской общине. Не понятно только почему именно еврейская, а не сефардская община выдает справки о сефардности? Правда глава еврейской общины в Португалии господин Литвак утверждает, что, поскольку сефардов выгнали из Португалии аж в 15 веке, то, следовательно, и таковой общины в Португалии нет. А занимается этим единоверческая еврейская община. Ну да это не важно, а важно то, что господин Абрамович таким вот хитрым трюком приобрел аж третье гражданство - помимо еврейского и российского он теперь полноправный гражданин Португалии. Но вот это почему то не понравилось властям Португалии и последние сильно возбудились и даже арестовали г-на Литвака за подделку документов. А г-ну Абрамовичу грозит теперь лишение вожделенного гражданства.  И у нас по этому поводу только один вопрос - а нет ли тут антисемитизьма?*",,555,2022-03-12 14:22:39,1647094959,2022-03-12 15:44:43,1647099883,,,,,,,
9432,Rus_imperia,Rus_imperia,1123102972,Rus_imperia,,FALSE,"Летчики 20-го корпусного отряда. Слева направо: прапорщики Федоров и Кособрюхов, есаул Вячеслав Ткачев, поручик Владимир Бржезовский, лейтенант Виктор Дыбовский, поручик Журавлев, 1915 год.",,490,2022-03-11 20:23:10,1647030190,2022-03-11 21:21:19,1647033679,,,2022-03-09 15:05:00,1646838300,photo,"{""id"": 5278556073286023738, ""dc_id"": 2, ""file_reference"": ""0242f130fc000024d865a6cf75e96652898ddcc2f45750b576880a3033""}",Rus_imperia-9432.jpeg
9431,Rus_imperia,Rus_imperia,1123102972,Rus_imperia,,FALSE,,,553,2022-03-11 20:19:06,1647029946,2022-03-11 21:55:35,1647035735,Б П,,2022-03-11 18:03:26,1647021806,photo,"{""id"": 5287408473329482197, ""dc_id"": 2, ""file_reference"": ""0242f130fc000024d765a6cf75c2c28e7746d76dcbff7c229b5cca6def""}",Rus_imperia-9431.jpeg
